anime_id,title,type,source,episodes,rating,score,popularity,members,favorites,studio,duration_min,aired_from_year,prem_season,Comedy,Supernatural,Romance,Shounen,Parody,School,Magic,Shoujo,Drama,Fantasy,Kids,Action,Music,SliceofLife,Josei,Harem,ShounenAi,Adventure,SuperPower,Sci-Fi,Ecchi,Seinen,MartialArts,Game,Sports,Demons,Historical,Horror,Mystery,Psychological,Vampire,Mecha,Military,Space,Samurai,Thriller,Hentai,Yaoi,ShoujoAi,Police,Cars,Dementia,Yuri
36566,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,Movie,Manga,1,G - All Ages,7.78,9593,482,2,Shin-Ei Animation,105.0,2018.0,Summer,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8664,"Slime Boukenki: Umi da, Yeah!",Special,Game,1,G - All Ages,5.72,9038,661,0,Production I.G,15.0,1999.0,Fall,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
293,Di Gi Charat,TV,Original,16,G - All Ages,6.82,3218,13782,74,Madhouse,4.0,1999.0,Winter,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9493,Dororon Enma-kun Meeramera,TV,Manga,12,R - 17+ (violence & profanity),6.6,3318,12919,22,Brain&#039;s Base,24.0,2011.0,Summer,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
757,Kaze wo Mita Shounen,Movie,Book,1,PG - Children,6.81,5240,4145,0,Brain&#039;s Base,97.0,2000.0,Fall,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7311,Suzumiya Haruhi no Shoushitsu,Movie,Light novel,1,PG-13 - Teens 13 or older,8.73,181,323704,8525,Kyoto Animation,162.0,2010.0,Spring,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1731,Tales of Symphonia The Animation: Sylvarant-hen,OVA,Game,4,PG-13 - Teens 13 or older,7.26,1753,40723,156,ufotable,32.0,2007.0,Summer,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1333,Fushigi na Koala Blinky,TV,Original,26,G - All Ages,6.42,9276,572,1,Nippon Animation,25.0,1984.0,Fall,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1681,Brave Story,Movie,Novel,1,G - All Ages,7.54,2116,29770,121,Gonzo,112.0,2006.0,Fall,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20969,Tezuka Osamu no Buddha: Owarinaki Tabi,Movie,Manga,1,PG-13 - Teens 13 or older,7.06,6704,2151,1,Toei Animation,85.0,2014.0,Spring,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,Kanon,TV,Visual novel,13,G - All Ages,7.22,1594,47171,248,Toei Animation,24.0,2002.0,Spring,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23987,Sarusuberi: Miss Hokusai,Movie,Manga,1,PG-13 - Teens 13 or older,7.25,3144,14417,31,Production I.G,90.0,2015.0,Summer,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10491,Higurashi no Naku Koro ni Kira,OVA,Original,4,R - 17+ (violence & profanity),6.58,1431,55524,109,Studio Deen,29.0,2011.0,Fall,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6758,Tatakau Shisho: The Book of Bantorra,TV,Light novel,27,R - 17+ (violence & profanity),7.33,1684,43533,168,David Production,24.0,2009.0,Winter,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4437,Naruto: Shippuuden Movie 2 - Kizuna,Movie,Manga,1,PG-13 - Teens 13 or older,7.41,667,125270,189,Studio Pierrot,92.0,2008.0,Fall,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,Saiyuuki Reload,TV,Manga,25,PG-13 - Teens 13 or older,7.51,2507,22448,100,Studio Pierrot,20.0,2003.0,Winter,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12231,Dragon Ball: Episode of Bardock,Special,Manga,1,PG-13 - Teens 13 or older,7.35,1680,43734,29,Toei Animation,19.0,2011.0,Winter,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2595,D.C.II: Da Capo II,TV,Visual novel,13,PG-13 - Teens 13 or older,7.02,2191,28174,40,feel.,25.0,2007.0,Winter,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Movie,Manga,2,PG-13 - Teens 13 or older,8.52,2773,18414,32,Sunrise,96.0,2012.0,Fall,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12875,Ginga e Kickoff!!,TV,Novel,39,PG - Children,7.35,3098,14766,63,TYO Animations,25.0,2012.0,Spring,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28735,Shouwa Genroku Rakugo Shinjuu,TV,Manga,13,PG-13 - Teens 13 or older,8.63,590,141260,3259,Studio Deen,26.0,2016.0,Spring,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,Hachimitsu to Clover,TV,Manga,24,PG-13 - Teens 13 or older,8.14,500,160519,3618,J.C.Staff,23.0,2005.0,Summer,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302,Mirai Shounen Conan,TV,Novel,26,PG-13 - Teens 13 or older,8.13,2531,22039,258,Nippon Animation,29.0,1978.0,Summer,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23835,Moonrakers,ONA,Manga,1,R - 17+ (violence & profanity),5.66,7895,1218,1,Studio Pierrot,2.0,2014.0,Summer,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
689,Uta Kata Special,Special,Original,1,PG-13 - Teens 13 or older,7.06,4989,4730,4,Hal Film Maker,24.0,2005.0,Summer,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5002,Bari Bari Densetsu,OVA,Manga,2,PG-13 - Teens 13 or older,6.54,9330,552,2,Studio Pierrot,50.0,1986.0,Summer,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
333,Mama wa Shougaku 4 Nensei,TV,Original,51,PG - Children,7.27,6317,2578,18,Sunrise,24.0,1992.0,Spring,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21639,Yu☆Gi☆Oh! Arc-V,TV,Manga,148,PG-13 - Teens 13 or older,7.22,2231,27499,1097,Studio Gallop,24.0,2014.0,Summer,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
574,Rean no Tsubasa,ONA,Novel,6,PG-13 - Teens 13 or older,5.82,6332,2567,0,Sunrise,24.0,2005.0,Winter,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
33170,"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",Special,Original,1,G - All Ages,5.68,6398,2483,0,A-1 Pictures,0.5,2016.0,Spring,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33487,Masamune-kun no Revenge,TV,Manga,12,PG-13 - Teens 13 or older,7.03,220,292921,1676,Silver Link.,24.0,2017.0,Spring,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15961,Shakotan★Boogie,OVA,Manga,4,PG-13 - Teens 13 or older,7.31,10151,356,2,Studio Pierrot,55.0,1991.0,Spring,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14653,Hayate no Gotoku! Can&#039;t Take My Eyes Off You,TV,Manga,12,PG-13 - Teens 13 or older,7.1,1860,37212,62,Manglobe,24.0,2012.0,Winter,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1669,Bakuten Shoot Beyblade 2002,TV,Manga,51,PG - Children,6.76,1906,35916,81,Nippon Animation,21.0,2002.0,Spring,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1650,Uchuu Senkan Yamato,TV,Original,26,PG-13 - Teens 13 or older,7.69,3096,14766,131,Group TAC,25.0,1974.0,Winter,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
13267,Shinryaku!! Ika Musume,OVA,Manga,3,PG-13 - Teens 13 or older,7.55,2890,17011,17,Diomedea,24.0,2012.0,Fall,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
509,I My Me! Strawberry Eggs,TV,Original,13,PG-13 - Teens 13 or older,6.89,2183,28248,97,TNK,25.0,2001.0,Fall,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15583,Date A Live,TV,Light novel,12,R - 17+ (violence & profanity),7.47,104,432940,6725,AIC Plus+,23.0,2013.0,Summer,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
751,Bomberman Jetters,TV,Game,52,G - All Ages,7.07,6413,2462,34,Studio Deen,23.0,2002.0,Winter,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1033,Sennen Joyuu,Movie,Original,1,PG-13 - Teens 13 or older,8.32,1041,79777,1251,Madhouse,87.0,2002.0,Fall,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,ONA,Original,7,PG-13 - Teens 13 or older,7.02,1511,51399,306,AIC,15.0,2008.0,Summer,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1371,Hi no Tori,TV,Manga,13,G - All Ages,7.23,4791,5246,21,Tezuka Productions,25.0,2004.0,Spring,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33454,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,Special,Manga,1,PG-13 - Teens 13 or older,7.61,9807,427,1,Studio Gallop,48.0,2016.0,Fall,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
527,Pokemon,TV,Game,276,PG - Children,7.42,214,298374,3737,OLM,24.0,1997.0,Summer,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18465,Genshiken Nidaime,TV,Manga,13,R - 17+ (violence & profanity),7.52,1915,35512,85,Production I.G,24.0,2013.0,Fall,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6347,Baka to Test to Shoukanjuu,TV,Light novel,13,PG-13 - Teens 13 or older,7.76,129,387852,4956,Silver Link.,24.0,2010.0,Spring,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32648,Handa-kun,TV,Manga,12,PG-13 - Teens 13 or older,7.46,736,117021,346,Diomedea,24.0,2016.0,Fall,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,Vandread,TV,Original,13,PG-13 - Teens 13 or older,7.29,1316,61631,395,Gonzo,22.0,2000.0,Winter,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
379,Heppoko Jikken Animation Excel♥Saga,TV,Manga,26,R - 17+ (violence & profanity),7.55,1053,78446,844,J.C.Staff,24.0,1999.0,Winter,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34238,Osomatsu-san: Ouma de Kobanashi,Special,Manga,1,R - 17+ (violence & profanity),7.41,4405,6431,4,Studio Pierrot,24.0,2016.0,Winter,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36497,Overlord: Ple Ple Pleiades Theatrical Version,Special,Light novel,2,PG-13 - Teens 13 or older,6.94,4555,5979,2,Madhouse,13.0,2017.0,Fall,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,Manga,1,R - 17+ (violence & profanity),7.63,1856,37309,93,Studio Gallop,91.0,1997.0,Winter,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32936,Gin no Guardian,TV,Web manga,12,PG-13 - Teens 13 or older,6.33,1389,57566,87,Haoliners Animation League,13.0,2017.0,Summer,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24821,Isshuukan Friends. Specials,Special,4-koma manga,12,PG-13 - Teens 13 or older,6.82,3205,13884,10,Brain&#039;s Base,1.0,2014.0,Summer,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7904,Kemono no Souja Erin Recap,TV,Novel,10,G - All Ages,7.03,7209,1695,5,Production I.G,20.0,2010.0,Spring,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34102,Sakurada Reset,TV,Light novel,24,PG-13 - Teens 13 or older,7.39,1044,79481,305,David Production,25.0,2017.0,Summer,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17635,Koitabi: True Tours Nanto,Special,Original,6,PG-13 - Teens 13 or older,7.04,3659,10154,8,P.A. Works,7.0,2013.0,Summer,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3073,Robby to Kerobby,TV,Original,52,G - All Ages,6.27,12147,138,0,A-1 Pictures,10.0,2007.0,Summer,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22319,Tokyo Ghoul,TV,Manga,12,R - 17+ (violence & profanity),8.0,6,1013138,28883,Studio Pierrot,24.0,2014.0,Fall,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1194,Coyote Ragtime Show,TV,Original,12,PG-13 - Teens 13 or older,6.71,3077,14908,28,ufotable,24.0,2006.0,Fall,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10807,Nichijou: Original Jikai Yokoku,Special,Manga,25,PG-13 - Teens 13 or older,7.01,3324,12863,16,Kyoto Animation,0.5,2011.0,Summer,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1601,Red Garden,TV,Original,22,R - 17+ (violence & profanity),7.17,2037,32023,129,Gonzo,23.0,2006.0,Winter,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4657,Arad Senki: Slap Up Party,TV,Game,26,PG-13 - Teens 13 or older,6.82,3388,12175,32,Gonzo,25.0,2009.0,Summer,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28977,Gintama°,TV,Manga,51,R - 17+ (violence & profanity),9.15,383,198744,5668,Bandai Namco Pictures,24.0,2015.0,Summer,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,Movie,Original,1,G - All Ages,7.44,6689,2168,2,Toei Animation,71.0,2014.0,Spring,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
708,Patapata Hikousen no Bouken,TV,Novel,26,PG-13 - Teens 13 or older,7.61,5475,3726,24,Telecom Animation Film,24.0,2002.0,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
825,King of Fighters: Another Day,ONA,Game,4,PG-13 - Teens 13 or older,6.42,3739,9610,26,Production I.G,10.0,2005.0,Winter,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1034,Ouritsu Uchuugun: Honneamise no Tsubasa,Movie,Original,1,R+ - Mild Nudity,7.65,2399,24266,203,Gainax,121.0,1987.0,Spring,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
1549,1000-nen Joou: Queen Millennia,Movie,Manga,1,PG-13 - Teens 13 or older,6.93,6267,2631,2,Toei Animation,121.0,1982.0,Spring,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9723,Hakuouki Hekketsuroku Episode 0,Special,Visual novel,1,R - 17+ (violence & profanity),7.19,3711,9779,14,Studio Deen,24.0,2010.0,Winter,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho,OVA,Manga,2,PG-13 - Teens 13 or older,7.44,4112,7670,11,Studio Pierrot,26.0,1994.0,Fall,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34881,Aho Girl,TV,4-koma manga,12,PG-13 - Teens 13 or older,7.26,492,162251,502,Diomedea,12.0,2017.0,Fall,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6463,Hoshi wo Katta Hi,Movie,Original,1,G - All Ages,7.26,5302,4024,3,Studio Ghibli,16.0,2006.0,Spring,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,Mobile Suit Gundam Wing: Endless Waltz,OVA,Original,3,PG-13 - Teens 13 or older,7.86,1992,33119,190,Sunrise,30.0,1997.0,Spring,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
34005,Bakukyuu Renpatsu! Super B-Daman Specials,Special,Manga,2,G - All Ages,5.0,13187,89,1,Xebec,40.0,1999.0,Spring,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36094,Hakumei to Mikochi,TV,Manga,12,PG-13 - Teens 13 or older,7.59,2225,27628,87,Lerche,23.0,2018.0,Spring,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8490,Digimon Adventure 3D: Digimon Grand Prix!,Movie,Original,1,PG - Children,6.0,4595,5802,4,Toei Animation,7.0,2000.0,Fall,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32454,Usakame,TV,Manga,12,PG-13 - Teens 13 or older,5.87,4083,7806,4,Millepensee,3.0,2016.0,Summer,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4874,Pokemon: Pikachu no Fuyuyasumi,OVA,Game,2,PG - Children,6.64,3738,9627,6,OLM,9.0,1998.0,Winter,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8195,Guru Guru Town Hanamaru-kun,TV,Original,101,G - All Ages,6.47,11199,202,0,Studio Pierrot,25.0,1999.0,Winter,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
416,Kurenai no Buta,Movie,Manga,1,G - All Ages,8.03,877,99338,730,Studio Ghibli,93.0,1992.0,Fall,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35180,3-gatsu no Lion 2nd Season,TV,Manga,22,PG-13 - Teens 13 or older,9.1,990,85744,2257,Shaft,25.0,2017.0,Winter,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19365,Samurai Flamenco,TV,Original,22,R - 17+ (violence & profanity),6.97,917,93160,740,Manglobe,23.0,2013.0,Winter,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1132,Digimon Frontier,TV,Original,50,PG - Children,7.24,908,94920,432,Toei Animation,23.0,2002.0,Summer,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
987,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,Special,Manga,1,PG-13 - Teens 13 or older,6.68,1743,41261,56,Toei Animation,44.0,1997.0,Spring,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15605,Brothers Conflict,TV,Novel,12,PG-13 - Teens 13 or older,6.51,894,96946,678,Brain&#039;s Base,24.0,2013.0,Fall,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
